dep,nomdep,codecommune,nomcommune,codeagglo,nomagglo
03,ALLIER,03063,CHASSENARD,A00270,DIGOIN
03,ALLIER,03173,MOLINET,A00270,DIGOIN
03,ALLIER,03195,NÉRIS-LES-BAINS,A03101,NÉRIS-LES-BAINS
03,ALLIER,03036,BOURBON-L'ARCHAMBAULT,A03102,BOURBON-L'ARCHAMBAULT
03,ALLIER,03102,DOMPIERRE-SUR-BESBRE,A03103,DOMPIERRE-SUR-BESBRE
03,ALLIER,03298,VARENNES-SUR-ALLIER,A03104,VARENNES-SUR-ALLIER
03,ALLIER,03138,LAPALISSE,A03105,LAPALISSE
03,ALLIER,03257,SAINT-PRIX,A03105,LAPALISSE
03,ALLIER,03029,BILLY,A03106,SAINT-GERMAIN-DES-FOSSÉS
03,ALLIER,03091,CRÉCHY,A03106,SAINT-GERMAIN-DES-FOSSÉS
03,ALLIER,03236,SAINT-GERMAIN-DES-FOSSÉS,A03106,SAINT-GERMAIN-DES-FOSSÉS
03,ALLIER,03254,SAINT-POURÇAIN-SUR-SIOULE,A03201,SAINT-POURÇAIN-SUR-SIOULE
03,ALLIER,03118,GANNAT,A03202,GANNAT
03,ALLIER,03082,COMMENTRY,A03203,COMMENTRY
03,ALLIER,03159,MALICORNE,A03203,COMMENTRY
03,ALLIER,03013,AVERMES,A03401,MOULINS
03,ALLIER,03190,MOULINS,A03401,MOULINS
03,ALLIER,03200,NEUVY,A03401,MOULINS
03,ALLIER,03321,YZEURE,A03401,MOULINS
03,ALLIER,03098,DÉSERTINES,A03501,MONTLUÇON
03,ALLIER,03101,DOMÉRAT,A03501,MONTLUÇON
03,ALLIER,03140,LAVAULT-SAINTE-ANNE,A03501,MONTLUÇON
03,ALLIER,03185,MONTLUÇON,A03501,MONTLUÇON
03,ALLIER,03211,PRÉMILHAT,A03501,MONTLUÇON
03,ALLIER,03212,QUINSSAINES,A03501,MONTLUÇON
03,ALLIER,03001,ABREST,A03502,VICHY
03,ALLIER,03023,BELLERIVE-SUR-ALLIER,A03502,VICHY
03,ALLIER,03060,CHARMEIL,A03502,VICHY
03,ALLIER,03093,CREUZIER-LE-NEUF,A03502,VICHY
03,ALLIER,03094,CREUZIER-LE-VIEUX,A03502,VICHY
03,ALLIER,03095,CUSSET,A03502,VICHY
03,ALLIER,03126,HAUTERIVE,A03502,VICHY
03,ALLIER,03258,SAINT-RÉMY-EN-ROLLAT,A03502,VICHY
03,ALLIER,03264,SAINT-YORRE,A03502,VICHY
03,ALLIER,03271,SERBANNES,A03502,VICHY
03,ALLIER,03304,VENDAT,A03502,VICHY
03,ALLIER,03306,VERNET,A03502,VICHY
03,ALLIER,03310,VICHY,A03502,VICHY
03,ALLIER,03002,AGONGES,C03002,AGONGES
03,ALLIER,03003,AINAY-LE-CHÂTEAU,C03003,AINAY-LE-CHÂTEAU
03,ALLIER,03004,ANDELAROCHE,C03004,ANDELAROCHE
03,ALLIER,03005,ARCHIGNAT,C03005,ARCHIGNAT
03,ALLIER,03006,ARFEUILLES,C03006,ARFEUILLES
03,ALLIER,03007,ARPHEUILLES-SAINT-PRIEST,C03007,ARPHEUILLES-SAINT-PRIEST
03,ALLIER,03008,ARRONNES,C03008,ARRONNES
03,ALLIER,03009,AUBIGNY,C03009,AUBIGNY
03,ALLIER,03010,AUDES,C03010,AUDES
03,ALLIER,03011,AUROUËR,C03011,AUROUËR
03,ALLIER,03012,AUTRY-ISSARDS,C03012,AUTRY-ISSARDS
03,ALLIER,03014,AVRILLY,C03014,AVRILLY
03,ALLIER,03015,BAGNEUX,C03015,BAGNEUX
03,ALLIER,03016,BARBERIER,C03016,BARBERIER
03,ALLIER,03017,BARRAIS-BUSSOLLES,C03017,BARRAIS-BUSSOLLES
03,ALLIER,03018,BAYET,C03018,BAYET
03,ALLIER,03019,BEAULON,C03019,BEAULON
03,ALLIER,03020,BEAUNE-D'ALLIER,C03020,BEAUNE-D'ALLIER
03,ALLIER,03021,BÈGUES,C03021,BÈGUES
03,ALLIER,03022,BELLENAVES,C03022,BELLENAVES
03,ALLIER,03024,BERT,C03024,BERT
03,ALLIER,03025,BESSAY-SUR-ALLIER,C03025,BESSAY-SUR-ALLIER
03,ALLIER,03026,BESSON,C03026,BESSON
03,ALLIER,03027,BÉZENET,C03027,BÉZENET
03,ALLIER,03028,BILLEZOIS,C03028,BILLEZOIS
03,ALLIER,03030,BIOZAT,C03030,BIOZAT
03,ALLIER,03031,BIZENEUILLE,C03031,BIZENEUILLE
03,ALLIER,03032,BLOMARD,C03032,BLOMARD
03,ALLIER,03033,BOST,C03033,BOST
03,ALLIER,03034,BOUCÉ,C03034,BOUCÉ
03,ALLIER,03035,BOUCHAUD,C03035,BOUCHAUD
03,ALLIER,03037,BRAIZE,C03037,BRAIZE
03,ALLIER,03038,BRANSAT,C03038,BRANSAT
03,ALLIER,03039,BRESNAY,C03039,BRESNAY
03,ALLIER,03040,BRESSOLLES,C03040,BRESSOLLES
03,ALLIER,03041,BRETHON,C03041,BRETHON
03,ALLIER,03042,BREUIL,C03042,BREUIL
03,ALLIER,03043,BROÛT-VERNET,C03043,BROÛT-VERNET
03,ALLIER,03044,BRUGHEAS,C03044,BRUGHEAS
03,ALLIER,03045,BUSSET,C03045,BUSSET
03,ALLIER,03046,BUXIÈRES-LES-MINES,C03046,BUXIÈRES-LES-MINES
03,ALLIER,03047,CELLE,C03047,CELLE
03,ALLIER,03048,CÉRILLY,C03048,CÉRILLY
03,ALLIER,03049,CESSET,C03049,CESSET
03,ALLIER,03050,CHABANNE,C03050,CHABANNE
03,ALLIER,03051,CHAMBÉRAT,C03051,CHAMBÉRAT
03,ALLIER,03052,CHAMBLET,C03052,CHAMBLET
03,ALLIER,03053,CHANTELLE,C03053,CHANTELLE
03,ALLIER,03054,CHAPEAU,C03054,CHAPEAU
03,ALLIER,03055,CHAPELAUDE,C03055,CHAPELAUDE
03,ALLIER,03056,CHAPELLE,C03056,CHAPELLE
03,ALLIER,03057,CHAPELLE-AUX-CHASSES,C03057,CHAPELLE-AUX-CHASSES
03,ALLIER,03058,CHAPPES,C03058,CHAPPES
03,ALLIER,03059,CHAREIL-CINTRAT,C03059,CHAREIL-CINTRAT
03,ALLIER,03061,CHARMES,C03061,CHARMES
03,ALLIER,03062,CHARROUX,C03062,CHARROUX
03,ALLIER,03064,CHÂTEAU-SUR-ALLIER,C03064,CHÂTEAU-SUR-ALLIER
03,ALLIER,03065,CHÂTEL-DE-NEUVRE,C03065,CHÂTEL-DE-NEUVRE
03,ALLIER,03066,CHÂTEL-MONTAGNE,C03066,CHÂTEL-MONTAGNE
03,ALLIER,03067,CHÂTELPERRON,C03067,CHÂTELPERRON
03,ALLIER,03068,CHÂTELUS,C03068,CHÂTELUS
03,ALLIER,03069,CHÂTILLON,C03069,CHÂTILLON
03,ALLIER,03070,CHAVENON,C03070,CHAVENON
03,ALLIER,03071,CHAVROCHES,C03071,CHAVROCHES
03,ALLIER,03072,CHAZEMAIS,C03072,CHAZEMAIS
03,ALLIER,03073,CHEMILLY,C03073,CHEMILLY
03,ALLIER,03074,CHEVAGNES,C03074,CHEVAGNES
03,ALLIER,03075,CHEZELLE,C03075,CHEZELLE
03,ALLIER,03076,CHÉZY,C03076,CHÉZY
03,ALLIER,03077,CHIRAT-L'ÉGLISE,C03077,CHIRAT-L'ÉGLISE
03,ALLIER,03078,CHOUVIGNY,C03078,CHOUVIGNY
03,ALLIER,03079,CINDRÉ,C03079,CINDRÉ
03,ALLIER,03080,COGNAT-LYONNE,C03080,COGNAT-LYONNE
03,ALLIER,03081,COLOMBIER,C03081,COLOMBIER
03,ALLIER,03083,CONTIGNY,C03083,CONTIGNY
03,ALLIER,03084,COSNE-D'ALLIER,C03084,COSNE-D'ALLIER
03,ALLIER,03085,COULANDON,C03085,COULANDON
03,ALLIER,03086,COULANGES,C03086,COULANGES
03,ALLIER,03087,COULEUVRE,C03087,COULEUVRE
03,ALLIER,03088,COURÇAIS,C03088,COURÇAIS
03,ALLIER,03089,COUTANSOUZE,C03089,COUTANSOUZE
03,ALLIER,03090,COUZON,C03090,COUZON
03,ALLIER,03092,CRESSANGES,C03092,CRESSANGES
03,ALLIER,03096,DENEUILLE-LÈS-CHANTELLE,C03096,DENEUILLE-LÈS-CHANTELLE
03,ALLIER,03097,DENEUILLE-LES-MINES,C03097,DENEUILLE-LES-MINES
03,ALLIER,03099,DEUX-CHAISES,C03099,DEUX-CHAISES
03,ALLIER,03100,DIOU,C03100,DIOU
03,ALLIER,03103,DONJON,C03103,DONJON
03,ALLIER,03104,DOYET,C03104,DOYET
03,ALLIER,03105,DROITURIER,C03105,DROITURIER
03,ALLIER,03106,DURDAT-LAREQUILLE,C03106,DURDAT-LAREQUILLE
03,ALLIER,03107,ÉBREUIL,C03107,ÉBREUIL
03,ALLIER,03108,ÉCHASSIÈRES,C03108,ÉCHASSIÈRES
03,ALLIER,03109,ESCUROLLES,C03109,ESCUROLLES
03,ALLIER,03110,ESPINASSE-VOZELLE,C03110,ESPINASSE-VOZELLE
03,ALLIER,03111,ESTIVAREILLES,C03111,ESTIVAREILLES
03,ALLIER,03112,ÉTROUSSAT,C03112,ÉTROUSSAT
03,ALLIER,03113,FERRIÈRES-SUR-SICHON,C03113,FERRIÈRES-SUR-SICHON
03,ALLIER,03114,FERTÉ-HAUTERIVE,C03114,FERTÉ-HAUTERIVE
03,ALLIER,03115,FLEURIEL,C03115,FLEURIEL
03,ALLIER,03116,FOURILLES,C03116,FOURILLES
03,ALLIER,03117,FRANCHESSE,C03117,FRANCHESSE
03,ALLIER,03119,GANNAY-SUR-LOIRE,C03119,GANNAY-SUR-LOIRE
03,ALLIER,03120,GARNAT-SUR-ENGIÈVRE,C03120,GARNAT-SUR-ENGIÈVRE
03,ALLIER,03121,GENNETINES,C03121,GENNETINES
03,ALLIER,03122,GIPCY,C03122,GIPCY
03,ALLIER,03124,GOUISE,C03124,GOUISE
03,ALLIER,03125,GUILLERMIE,C03125,GUILLERMIE
03,ALLIER,03127,HÉRISSON,C03127,HÉRISSON
03,ALLIER,03128,HURIEL,C03128,HURIEL
03,ALLIER,03129,HYDS,C03129,HYDS
03,ALLIER,03130,ISLE-ET-BARDAIS,C03130,ISLE-ET-BARDAIS
03,ALLIER,03131,ISSERPENT,C03131,ISSERPENT
03,ALLIER,03132,JALIGNY-SUR-BESBRE,C03132,JALIGNY-SUR-BESBRE
03,ALLIER,03133,JENZAT,C03133,JENZAT
03,ALLIER,03134,LAFÉLINE,C03134,LAFÉLINE
03,ALLIER,03135,LALIZOLLE,C03135,LALIZOLLE
03,ALLIER,03136,LAMAIDS,C03136,LAMAIDS
03,ALLIER,03137,LANGY,C03137,LANGY
03,ALLIER,03139,LAPRUGNE,C03139,LAPRUGNE
03,ALLIER,03141,LAVOINE,C03141,LAVOINE
03,ALLIER,03142,LENAX,C03142,LENAX
03,ALLIER,03143,LÉTELON,C03143,LÉTELON
03,ALLIER,03144,LIERNOLLES,C03144,LIERNOLLES
03,ALLIER,03145,LIGNEROLLES,C03145,LIGNEROLLES
03,ALLIER,03146,LIMOISE,C03146,LIMOISE
03,ALLIER,03147,LODDES,C03147,LODDES
03,ALLIER,03148,LORIGES,C03148,LORIGES
03,ALLIER,03149,LOUCHY-MONTFAND,C03149,LOUCHY-MONTFAND
03,ALLIER,03150,LOUROUX-BOURBONNAIS,C03150,LOUROUX-BOURBONNAIS
03,ALLIER,03151,LOUROUX-DE-BEAUNE,C03151,LOUROUX-DE-BEAUNE
03,ALLIER,03152,LOUROUX-DE-BOUBLE,C03152,LOUROUX-DE-BOUBLE
03,ALLIER,03154,LUNEAU,C03154,LUNEAU
03,ALLIER,03155,LURCY-LÉVIS,C03155,LURCY-LÉVIS
03,ALLIER,03156,LUSIGNY,C03156,LUSIGNY
03,ALLIER,03157,MAGNET,C03157,MAGNET
03,ALLIER,03158,HAUT-BOCAGE,C03158,HAUT-BOCAGE
03,ALLIER,03160,MARCENAT,C03160,MARCENAT
03,ALLIER,03161,MARCILLAT-EN-COMBRAILLE,C03161,MARCILLAT-EN-COMBRAILLE
03,ALLIER,03162,MARIGNY,C03162,MARIGNY
03,ALLIER,03163,MARIOL,C03163,MARIOL
03,ALLIER,03164,MAYET-D'ÉCOLE,C03164,MAYET-D'ÉCOLE
03,ALLIER,03165,MAYET-DE-MONTAGNE,C03165,MAYET-DE-MONTAGNE
03,ALLIER,03166,MAZERIER,C03166,MAZERIER
03,ALLIER,03167,MAZIRAT,C03167,MAZIRAT
03,ALLIER,03168,MEAULNE-VITRAY,C03168,MEAULNE-VITRAY
03,ALLIER,03169,MEILLARD,C03169,MEILLARD
03,ALLIER,03170,MEILLERS,C03170,MEILLERS
03,ALLIER,03171,MERCY,C03171,MERCY
03,ALLIER,03172,MESPLES,C03172,MESPLES
03,ALLIER,03174,MOLLES,C03174,MOLLES
03,ALLIER,03175,MONESTIER,C03175,MONESTIER
03,ALLIER,03176,MONÉTAY-SUR-ALLIER,C03176,MONÉTAY-SUR-ALLIER
03,ALLIER,03177,MONÉTAY-SUR-LOIRE,C03177,MONÉTAY-SUR-LOIRE
03,ALLIER,03178,MONTAIGUËT-EN-FOREZ,C03178,MONTAIGUËT-EN-FOREZ
03,ALLIER,03179,MONTAIGU-LE-BLIN,C03179,MONTAIGU-LE-BLIN
03,ALLIER,03180,MONTBEUGNY,C03180,MONTBEUGNY
03,ALLIER,03181,MONTCOMBROUX-LES-MINES,C03181,MONTCOMBROUX-LES-MINES
03,ALLIER,03182,MONTEIGNET-SUR-L'ANDELOT,C03182,MONTEIGNET-SUR-L'ANDELOT
03,ALLIER,03183,MONTET,C03183,MONTET
03,ALLIER,03184,MONTILLY,C03184,MONTILLY
03,ALLIER,03186,MONTMARAULT,C03186,MONTMARAULT
03,ALLIER,03187,MONTOLDRE,C03187,MONTOLDRE
03,ALLIER,03188,MONTORD,C03188,MONTORD
03,ALLIER,03189,MONTVICQ,C03189,MONTVICQ
03,ALLIER,03191,MURAT,C03191,MURAT
03,ALLIER,03192,NADES,C03192,NADES
03,ALLIER,03193,NASSIGNY,C03193,NASSIGNY
03,ALLIER,03194,NAVES,C03194,NAVES
03,ALLIER,03196,NEUILLY-EN-DONJON,C03196,NEUILLY-EN-DONJON
03,ALLIER,03197,NEUILLY-LE-RÉAL,C03197,NEUILLY-LE-RÉAL
03,ALLIER,03198,NEURE,C03198,NEURE
03,ALLIER,03201,NIZEROLLES,C03201,NIZEROLLES
03,ALLIER,03202,NOYANT-D'ALLIER,C03202,NOYANT-D'ALLIER
03,ALLIER,03203,PARAY-LE-FRÉSIL,C03203,PARAY-LE-FRÉSIL
03,ALLIER,03204,PARAY-SOUS-BRIAILLES,C03204,PARAY-SOUS-BRIAILLES
03,ALLIER,03205,PÉRIGNY,C03205,PÉRIGNY
03,ALLIER,03206,PETITE-MARCHE,C03206,PETITE-MARCHE
03,ALLIER,03207,PIERREFITTE-SUR-LOIRE,C03207,PIERREFITTE-SUR-LOIRE
03,ALLIER,03208,PIN,C03208,PIN
03,ALLIER,03209,POËZAT,C03209,POËZAT
03,ALLIER,03210,POUZY-MÉSANGY,C03210,POUZY-MÉSANGY
03,ALLIER,03213,REUGNY,C03213,REUGNY
03,ALLIER,03214,ROCLES,C03214,ROCLES
03,ALLIER,03215,RONGÈRES,C03215,RONGÈRES
03,ALLIER,03216,RONNET,C03216,RONNET
03,ALLIER,03217,SAINT-ANGEL,C03217,SAINT-ANGEL
03,ALLIER,03218,SAINT-AUBIN-LE-MONIAL,C03218,SAINT-AUBIN-LE-MONIAL
03,ALLIER,03219,SAINT-BONNET-DE-FOUR,C03219,SAINT-BONNET-DE-FOUR
03,ALLIER,03220,SAINT-BONNET-DE-ROCHEFORT,C03220,SAINT-BONNET-DE-ROCHEFORT
03,ALLIER,03221,SAINT-BONNET-TRONÇAIS,C03221,SAINT-BONNET-TRONÇAIS
03,ALLIER,03222,SAINT-CAPRAIS,C03222,SAINT-CAPRAIS
03,ALLIER,03223,SAINT-CHRISTOPHE,C03223,SAINT-CHRISTOPHE
03,ALLIER,03224,SAINT-CLÉMENT,C03224,SAINT-CLÉMENT
03,ALLIER,03225,SAINT-DÉSIRÉ,C03225,SAINT-DÉSIRÉ
03,ALLIER,03226,SAINT-DIDIER-EN-DONJON,C03226,SAINT-DIDIER-EN-DONJON
03,ALLIER,03227,SAINT-DIDIER-LA-FORÊT,C03227,SAINT-DIDIER-LA-FORÊT
03,ALLIER,03228,SAINT-ÉLOY-D'ALLIER,C03228,SAINT-ÉLOY-D'ALLIER
03,ALLIER,03229,SAINT-ENNEMOND,C03229,SAINT-ENNEMOND
03,ALLIER,03230,SAINT-ÉTIENNE-DE-VICQ,C03230,SAINT-ÉTIENNE-DE-VICQ
03,ALLIER,03231,SAINT-FARGEOL,C03231,SAINT-FARGEOL
03,ALLIER,03232,SAINT-FÉLIX,C03232,SAINT-FÉLIX
03,ALLIER,03233,SAINT-GENEST,C03233,SAINT-GENEST
03,ALLIER,03234,SAINT-GÉRAND-DE-VAUX,C03234,SAINT-GÉRAND-DE-VAUX
03,ALLIER,03235,SAINT-GÉRAND-LE-PUY,C03235,SAINT-GÉRAND-LE-PUY
03,ALLIER,03237,SAINT-GERMAIN-DE-SALLES,C03237,SAINT-GERMAIN-DE-SALLES
03,ALLIER,03238,SAINT-HILAIRE,C03238,SAINT-HILAIRE
03,ALLIER,03239,SAINT-LÉGER-SUR-VOUZANCE,C03239,SAINT-LÉGER-SUR-VOUZANCE
03,ALLIER,03240,SAINT-LÉON,C03240,SAINT-LÉON
03,ALLIER,03241,SAINT-LÉOPARDIN-D'AUGY,C03241,SAINT-LÉOPARDIN-D'AUGY
03,ALLIER,03242,SAINT-LOUP,C03242,SAINT-LOUP
03,ALLIER,03243,SAINT-MARCEL-EN-MURAT,C03243,SAINT-MARCEL-EN-MURAT
03,ALLIER,03244,SAINT-MARCEL-EN-MARCILLAT,C03244,SAINT-MARCEL-EN-MARCILLAT
03,ALLIER,03245,SAINT-MARTIN-DES-LAIS,C03245,SAINT-MARTIN-DES-LAIS
03,ALLIER,03246,SAINT-MARTINIEN,C03246,SAINT-MARTINIEN
03,ALLIER,03247,SAINT-MENOUX,C03247,SAINT-MENOUX
03,ALLIER,03248,SAINT-NICOLAS-DES-BIEFS,C03248,SAINT-NICOLAS-DES-BIEFS
03,ALLIER,03249,SAINT-PALAIS,C03249,SAINT-PALAIS
03,ALLIER,03250,SAINT-PIERRE-LAVAL,C03250,SAINT-PIERRE-LAVAL
03,ALLIER,03251,SAINT-PLAISIR,C03251,SAINT-PLAISIR
03,ALLIER,03252,SAINT-PONT,C03252,SAINT-PONT
03,ALLIER,03253,SAINT-POURÇAIN-SUR-BESBRE,C03253,SAINT-POURÇAIN-SUR-BESBRE
03,ALLIER,03255,SAINT-PRIEST-D'ANDELOT,C03255,SAINT-PRIEST-D'ANDELOT
03,ALLIER,03256,SAINT-PRIEST-EN-MURAT,C03256,SAINT-PRIEST-EN-MURAT
03,ALLIER,03259,SAINT-SAUVIER,C03259,SAINT-SAUVIER
03,ALLIER,03260,SAINT-SORNIN,C03260,SAINT-SORNIN
03,ALLIER,03261,SAINTE-THÉRENCE,C03261,SAINTE-THÉRENCE
03,ALLIER,03262,SAINT-VICTOR,C03262,SAINT-VICTOR
03,ALLIER,03263,SAINT-VOIR,C03263,SAINT-VOIR
03,ALLIER,03265,SALIGNY-SUR-ROUDON,C03265,SALIGNY-SUR-ROUDON
03,ALLIER,03266,SANSSAT,C03266,SANSSAT
03,ALLIER,03267,SAULCET,C03267,SAULCET
03,ALLIER,03268,SAULZET,C03268,SAULZET
03,ALLIER,03269,SAUVAGNY,C03269,SAUVAGNY
03,ALLIER,03270,SAZERET,C03270,SAZERET
03,ALLIER,03272,SERVILLY,C03272,SERVILLY
03,ALLIER,03273,SEUILLET,C03273,SEUILLET
03,ALLIER,03274,SORBIER,C03274,SORBIER
03,ALLIER,03275,SOUVIGNY,C03275,SOUVIGNY
03,ALLIER,03276,SUSSAT,C03276,SUSSAT
03,ALLIER,03277,TARGET,C03277,TARGET
03,ALLIER,03278,TAXAT-SENAT,C03278,TAXAT-SENAT
03,ALLIER,03279,TEILLET-ARGENTY,C03279,TEILLET-ARGENTY
03,ALLIER,03280,TERJAT,C03280,TERJAT
03,ALLIER,03281,THEIL,C03281,THEIL
03,ALLIER,03282,THENEUILLE,C03282,THENEUILLE
03,ALLIER,03283,THIEL-SUR-ACOLIN,C03283,THIEL-SUR-ACOLIN
03,ALLIER,03284,THIONNE,C03284,THIONNE
03,ALLIER,03285,TORTEZAIS,C03285,TORTEZAIS
03,ALLIER,03286,TOULON-SUR-ALLIER,C03286,TOULON-SUR-ALLIER
03,ALLIER,03287,TREBAN,C03287,TREBAN
03,ALLIER,03288,TREIGNAT,C03288,TREIGNAT
03,ALLIER,03289,TRETEAU,C03289,TRETEAU
03,ALLIER,03290,TRÉVOL,C03290,TRÉVOL
03,ALLIER,03291,TRÉZELLES,C03291,TRÉZELLES
03,ALLIER,03292,TRONGET,C03292,TRONGET
03,ALLIER,03293,URÇAY,C03293,URÇAY
03,ALLIER,03294,USSEL-D'ALLIER,C03294,USSEL-D'ALLIER
03,ALLIER,03295,VALIGNAT,C03295,VALIGNAT
03,ALLIER,03296,VALIGNY,C03296,VALIGNY
03,ALLIER,03297,VALLON-EN-SULLY,C03297,VALLON-EN-SULLY
03,ALLIER,03299,VARENNES-SUR-TÈCHE,C03299,VARENNES-SUR-TÈCHE
03,ALLIER,03300,VAUMAS,C03300,VAUMAS
03,ALLIER,03301,VAUX,C03301,VAUX
03,ALLIER,03302,VEAUCE,C03302,VEAUCE
03,ALLIER,03303,VENAS,C03303,VENAS
03,ALLIER,03305,VERNEIX,C03305,VERNEIX
03,ALLIER,03307,VERNEUIL-EN-BOURBONNAIS,C03307,VERNEUIL-EN-BOURBONNAIS
03,ALLIER,03308,VERNUSSE,C03308,VERNUSSE
03,ALLIER,03309,VEURDRE,C03309,VEURDRE
03,ALLIER,03311,VICQ,C03311,VICQ
03,ALLIER,03312,VIEURE,C03312,VIEURE
03,ALLIER,03313,VILHAIN,C03313,VILHAIN
03,ALLIER,03314,VILLEBRET,C03314,VILLEBRET
03,ALLIER,03315,VILLEFRANCHE-D'ALLIER,C03315,VILLEFRANCHE-D'ALLIER
03,ALLIER,03316,VILLENEUVE-SUR-ALLIER,C03316,VILLENEUVE-SUR-ALLIER
03,ALLIER,03317,VIPLAIX,C03317,VIPLAIX
03,ALLIER,03319,VOUSSAC,C03319,VOUSSAC
03,ALLIER,03320,YGRANDE,C03320,YGRANDE
04,ALPES-DE-HAUTE-PROVENCE,04001,AIGLUN,A04101,AIGLUN
04,ALPES-DE-HAUTE-PROVENCE,04110,MALLEMOISSON,A04101,AIGLUN
04,ALPES-DE-HAUTE-PROVENCE,04094,GRÉOUX-LES-BAINS,A04102,GRÉOUX-LES-BAINS
04,ALPES-DE-HAUTE-PROVENCE,04149,PEYRUIS,A04103,PEYRUIS
04,ALPES-DE-HAUTE-PROVENCE,04245,VOLX,A04104,VOLX
04,ALPES-DE-HAUTE-PROVENCE,04230,VALENSOLE,A04105,VALENSOLE
04,ALPES-DE-HAUTE-PROVENCE,04019,BARCELONNETTE,A04106,BARCELONNETTE
04,ALPES-DE-HAUTE-PROVENCE,04195,SAINT-PONS,A04106,BARCELONNETTE
04,ALPES-DE-HAUTE-PROVENCE,04116,MÉES,A04107,MÉES
04,ALPES-DE-HAUTE-PROVENCE,04242,VILLENEUVE,A04108,VILLENEUVE
04,ALPES-DE-HAUTE-PROVENCE,04088,FORCALQUIER,A04201,FORCALQUIER
04,ALPES-DE-HAUTE-PROVENCE,04111,MANE,A04201,FORCALQUIER
04,ALPES-DE-HAUTE-PROVENCE,04034,BRILLANNE,A04202,ORAISON
04,ALPES-DE-HAUTE-PROVENCE,04143,ORAISON,A04202,ORAISON
04,ALPES-DE-HAUTE-PROVENCE,04049,CHÂTEAU-ARNOUX-SAINT-AUBAN,A04203,CHÂTEAU-ARNOUX-SAINT-AUBAN
04,ALPES-DE-HAUTE-PROVENCE,04127,MONTFORT,A04203,CHÂTEAU-ARNOUX-SAINT-AUBAN
04,ALPES-DE-HAUTE-PROVENCE,04244,VOLONNE,A04203,CHÂTEAU-ARNOUX-SAINT-AUBAN
04,ALPES-DE-HAUTE-PROVENCE,04209,SISTERON,A04204,SISTERON
04,ALPES-DE-HAUTE-PROVENCE,04047,CHAMPTERCIER,A04301,DIGNE-LES-BAINS
04,ALPES-DE-HAUTE-PROVENCE,04070,DIGNE-LES-BAINS,A04301,DIGNE-LES-BAINS
04,ALPES-DE-HAUTE-PROVENCE,04063,CORBIÈRES-EN-PROVENCE,A04401,MANOSQUE
04,ALPES-DE-HAUTE-PROVENCE,04112,MANOSQUE,A04401,MANOSQUE
04,ALPES-DE-HAUTE-PROVENCE,04152,PIERREVERT,A04401,MANOSQUE
04,ALPES-DE-HAUTE-PROVENCE,04197,SAINTE-TULLE,A04401,MANOSQUE
04,ALPES-DE-HAUTE-PROVENCE,04004,ALLEMAGNE-EN-PROVENCE,C04004,ALLEMAGNE-EN-PROVENCE
04,ALPES-DE-HAUTE-PROVENCE,04005,ALLONS,C04005,ALLONS
04,ALPES-DE-HAUTE-PROVENCE,04006,ALLOS,C04006,ALLOS
04,ALPES-DE-HAUTE-PROVENCE,04007,ANGLES,C04007,ANGLES
04,ALPES-DE-HAUTE-PROVENCE,04008,ANNOT,C04008,ANNOT
04,ALPES-DE-HAUTE-PROVENCE,04009,ARCHAIL,C04009,ARCHAIL
04,ALPES-DE-HAUTE-PROVENCE,04012,AUBENAS-LES-ALPES,C04012,AUBENAS-LES-ALPES
04,ALPES-DE-HAUTE-PROVENCE,04013,AUBIGNOSC,C04013,AUBIGNOSC
04,ALPES-DE-HAUTE-PROVENCE,04016,AUTHON,C04016,AUTHON
04,ALPES-DE-HAUTE-PROVENCE,04017,AUZET,C04017,AUZET
04,ALPES-DE-HAUTE-PROVENCE,04018,BANON,C04018,BANON
04,ALPES-DE-HAUTE-PROVENCE,04020,BARLES,C04020,BARLES
04,ALPES-DE-HAUTE-PROVENCE,04021,BARRAS,C04021,BARRAS
04,ALPES-DE-HAUTE-PROVENCE,04022,BARRÊME,C04022,BARRÊME
04,ALPES-DE-HAUTE-PROVENCE,04023,BAYONS,C04023,BAYONS
04,ALPES-DE-HAUTE-PROVENCE,04024,BEAUJEU,C04024,BEAUJEU
04,ALPES-DE-HAUTE-PROVENCE,04025,BEAUVEZER,C04025,BEAUVEZER
04,ALPES-DE-HAUTE-PROVENCE,04026,BELLAFFAIRE,C04026,BELLAFFAIRE
04,ALPES-DE-HAUTE-PROVENCE,04027,BEVONS,C04027,BEVONS
04,ALPES-DE-HAUTE-PROVENCE,04028,BEYNES,C04028,BEYNES
04,ALPES-DE-HAUTE-PROVENCE,04030,BLIEUX,C04030,BLIEUX
04,ALPES-DE-HAUTE-PROVENCE,04031,BRAS-D'ASSE,C04031,BRAS-D'ASSE
04,ALPES-DE-HAUTE-PROVENCE,04032,BRAUX,C04032,BRAUX
04,ALPES-DE-HAUTE-PROVENCE,04033,UBAYE-SERRE-PONÇON,C04033,UBAYE-SERRE-PONÇON
04,ALPES-DE-HAUTE-PROVENCE,04035,BRUNET,C04035,BRUNET
04,ALPES-DE-HAUTE-PROVENCE,04036,BRUSQUET,C04036,BRUSQUET
04,ALPES-DE-HAUTE-PROVENCE,04037,CAIRE,C04037,CAIRE
04,ALPES-DE-HAUTE-PROVENCE,04039,CASTELLANE,C04039,CASTELLANE
04,ALPES-DE-HAUTE-PROVENCE,04040,CASTELLARD-MÉLAN,C04040,CASTELLARD-MÉLAN
